Sipariş_Kodu,Blok_ID,Blok_Tipi,Tedarikçi_Firma,Teslimat_Yeri,Ağırlık_Ton,İstasyon,Uygulayıcı_Ekip,Planlanan_Adam_Saat,Gerçekleşen_Adam_Saat,Planlanan_Maliyet_USD,Gerçekleşen_Maliyet_USD,NDT_Sonucu,Planlanan_Başlangıç,Planlanan_Bitiş,Gerçekleşen_Başlangıç,Gerçekleşen_Bitiş,Gecikme_Süresi_Gün,Gecikme_Nedeni,Durum,Tamamlanma_Yüzdesi
NB-504 (Askeri Gemi),BLK-131,Gövde,ThyssenKrupp,Açık Saha Donatım,176,Ön Montaj,Taşeron - Alfa,143,195,102608,108248,Geçti,2025-12-11,2025-12-22,2025-12-11,2025-12-26,4,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-131,Gövde,ThyssenKrupp,Açık Saha Donatım,176,Montaj,Dahili Ekip,169,334,151008,162613,Geçti,2025-12-27,2026-01-09,2025-12-27,2026-01-20,11,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-131,Gövde,ThyssenKrupp,Açık Saha Donatım,176,Kaynak,Taşeron - Beta,204,380,141504,152053,Geçti,2026-01-22,2026-02-03,2026-01-22,2026-02-14,11,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-131,Gövde,ThyssenKrupp,Açık Saha Donatım,176,Boyama,Taşeron - Beta,324,399,158400,164105,Muaf,2026-02-15,2026-03-05,2026-02-15,2026-03-10,5,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-131,Gövde,ThyssenKrupp,Açık Saha Donatım,176,Donatım,Dahili Ekip,156,156,123552,123552,Muaf,2026-03-11,2026-03-24,2026-03-11,2026-03-24,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-132,Tank,ThyssenKrupp,Kuru Havuz A,31,Kesim,Taşeron - Alfa,72,182,6696,21205,Geçti,2025-11-02,2025-11-06,2025-11-02,2025-11-17,11,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-132,Tank,ThyssenKrupp,Kuru Havuz A,31,Ön Montaj,Dahili Ekip,320,476,37820,50468,Geçti,2025-11-19,2025-12-09,2025-11-19,2025-12-21,12,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-132,Tank,ThyssenKrupp,Kuru Havuz A,31,Montaj,Dahili Ekip,224,224,31248,31248,Geçti,2025-12-22,2026-01-05,2025-12-22,2026-01-05,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-132,Tank,ThyssenKrupp,Kuru Havuz A,31,Kaynak,Taşeron - Omega,130,152,24800,26426,Geçti,2026-01-07,2026-01-17,2026-01-07,2026-01-19,2,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-132,Tank,ThyssenKrupp,Kuru Havuz A,31,Boyama,Taşeron - Omega,266,266,34751,34751,Muaf,2026-01-21,2026-02-09,2026-01-21,2026-02-09,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-132,Tank,ThyssenKrupp,Kuru Havuz A,31,Donatım,Taşeron - Alfa,289,289,29512,29512,Muaf,2026-02-10,2026-02-27,2026-02-10,2026-02-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-133,Tank,Kardemir,Kızak 2,172,Kesim,Taşeron - Alfa,76,76,55040,55040,Muaf,2026-01-03,2026-01-07,2026-01-03,2026-01-07,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-133,Tank,Kardemir,Kızak 2,172,Ön Montaj,Dahili Ekip,280,352,185760,197109,Geçti,2026-01-08,2026-01-28,2026-01-08,2026-02-06,9,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-133,Tank,Kardemir,Kızak 2,172,Montaj,Taşeron - Alfa,272,317,165120,168760,Geçti,2026-02-08,2026-02-24,2026-02-08,2026-03-01,5,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-133,Tank,Kardemir,Kızak 2,172,Kaynak,Taşeron - Alfa,112,112,70176,70176,Geçti,2026-03-03,2026-03-11,2026-03-03,2026-03-11,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-133,Tank,Kardemir,Kızak 2,172,Boyama,Dahili Ekip,160,244,203648,207162,Muaf,2026-03-13,2026-03-29,2026-03-13,2026-04-05,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-133,Tank,Kardemir,Kızak 2,172,Donatım,Taşeron - Alfa,260,330,251120,256040,Bekliyor,2026-04-06,2026-04-26,2026-04-06,,5,Kalite Reddi (NDT),Devam Ediyor,74
NB-504 (Askeri Gemi),BLK-134,Çift Dip (Double Bottom),Erdemir,Kızak 1,97,Kesim,Taşeron - Beta,70,145,33465,40515,Geçti,2025-12-15,2025-12-20,2025-12-15,2025-12-25,5,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-134,Çift Dip (Double Bottom),Erdemir,Kızak 1,97,Ön Montaj,Taşeron - Alfa,200,200,126100,126100,Geçti,2025-12-26,2026-01-15,2025-12-26,2026-01-15,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-134,Çift Dip (Double Bottom),Erdemir,Kızak 1,97,Montaj,Taşeron - Omega,240,240,117952,117952,Geçti,2026-01-16,2026-02-01,2026-01-16,2026-02-01,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-134,Çift Dip (Double Bottom),Erdemir,Kızak 1,97,Kaynak,Taşeron - Alfa,207,207,48015,48015,Geçti,2026-02-03,2026-02-12,2026-02-03,2026-02-12,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-134,Çift Dip (Double Bottom),Erdemir,Kızak 1,97,Boyama,Taşeron - Beta,128,128,90016,90016,Muaf,2026-02-14,2026-03-02,2026-02-14,2026-03-02,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-134,Çift Dip (Double Bottom),Erdemir,Kızak 1,97,Donatım,Dahili Ekip,396,396,115236,115236,Muaf,2026-03-03,2026-03-21,2026-03-03,2026-03-21,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-135,Gövde,Kardemir,Açık Saha Donatım,29,Kesim,Taşeron - Alfa,161,289,15834,26634,Geçti,2025-10-30,2025-11-06,2025-10-30,2025-11-14,8,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-135,Gövde,Kardemir,Açık Saha Donatım,29,Ön Montaj,Taşeron - Alfa,210,287,25172,31626,Geçti,2025-11-15,2025-11-29,2025-11-15,2025-12-06,7,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-135,Gövde,Kardemir,Açık Saha Donatım,29,Montaj,Dahili Ekip,154,154,21692,21692,Geçti,2025-12-07,2025-12-18,2025-12-07,2025-12-18,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-135,Gövde,Kardemir,Açık Saha Donatım,29,Kaynak,Dahili Ekip,108,164,18792,21724,Kaldı - Yeniden İşlem,2025-12-19,2025-12-31,2025-12-19,2026-01-04,4,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-135,Gövde,Kardemir,Açık Saha Donatım,29,Boyama,Taşeron - Alfa,210,273,26100,32120,Muaf,2026-01-05,2026-01-20,2026-01-05,2026-01-27,7,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-135,Gövde,Kardemir,Açık Saha Donatım,29,Donatım,Taşeron - Alfa,255,300,31059,34761,Geçti,2026-01-29,2026-02-15,2026-01-29,2026-02-18,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-136,Tank,Kardemir,Açık Saha Donatım,138,Kesim,Taşeron - Alfa,154,154,72450,72450,Muaf,2025-10-31,2025-11-07,2025-10-31,2025-11-07,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-136,Tank,Kardemir,Açık Saha Donatım,138,Ön Montaj,Taşeron - Beta,285,420,132480,144045,Kaldı - Yeniden İşlem,2025-11-09,2025-11-24,2025-11-09,2025-12-03,9,İşgücü Yetersizliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-136,Tank,Kardemir,Açık Saha Donatım,138,Montaj,Taşeron - Alfa,180,180,80040,80040,Geçti,2025-12-05,2025-12-15,2025-12-05,2025-12-15,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-136,Tank,Kardemir,Açık Saha Donatım,138,Kaynak,Taşeron - Omega,308,308,125580,125580,Geçti,2025-12-17,2025-12-31,2025-12-17,2025-12-31,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-136,Tank,Kardemir,Açık Saha Donatım,138,Boyama,Taşeron - Beta,140,140,100740,100740,Muaf,2026-01-02,2026-01-12,2026-01-02,2026-01-12,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-136,Tank,Kardemir,Açık Saha Donatım,138,Donatım,Dahili Ekip,104,104,127374,127374,Muaf,2026-01-13,2026-01-26,2026-01-13,2026-01-26,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-137,Tank,Erdemir,Açık Saha Donatım,24,Kesim,Dahili Ekip,60,60,8400,8400,Muaf,2025-10-03,2025-10-08,2025-10-03,2025-10-08,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-137,Tank,Erdemir,Açık Saha Donatım,24,Ön Montaj,Dahili Ekip,266,266,35568,35568,Geçti,2025-10-09,2025-10-28,2025-10-09,2025-10-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-137,Tank,Erdemir,Açık Saha Donatım,24,Montaj,Taşeron - Beta,247,247,19344,19344,Geçti,2025-10-29,2025-11-11,2025-10-29,2025-11-11,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-137,Tank,Erdemir,Açık Saha Donatım,24,Kaynak,Taşeron - Omega,130,274,23088,40920,Geçti,2025-11-12,2025-11-25,2025-11-12,2025-12-07,12,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-137,Tank,Erdemir,Açık Saha Donatım,24,Boyama,Dahili Ekip,99,99,17160,17160,Muaf,2025-12-08,2025-12-19,2025-12-08,2025-12-19,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-137,Tank,Erdemir,Açık Saha Donatım,24,Donatım,Taşeron - Omega,440,468,36960,39480,Geçti,2025-12-21,2026-01-10,2025-12-21,2026-01-12,2,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-138,Üst Bina,SSAB,Açık Saha Donatım,77,Kesim,Taşeron - Omega,80,161,21945,33870,Kaldı - Yeniden İşlem,2025-10-30,2025-11-04,2025-10-30,2025-11-13,9,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-138,Üst Bina,SSAB,Açık Saha Donatım,77,Ön Montaj,Taşeron - Alfa,266,266,67914,67914,Geçti,2025-11-14,2025-11-28,2025-11-14,2025-11-28,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-138,Üst Bina,SSAB,Açık Saha Donatım,77,Montaj,Taşeron - Alfa,480,480,103180,103180,Geçti,2025-11-29,2025-12-19,2025-11-29,2025-12-19,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-138,Üst Bina,SSAB,Açık Saha Donatım,77,Kaynak,Dahili Ekip,84,183,40964,47982,Kaldı - Yeniden İşlem,2025-12-20,2025-12-27,2025-12-20,2026-01-07,11,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-138,Üst Bina,SSAB,Açık Saha Donatım,77,Boyama,Taşeron - Alfa,165,165,70455,70455,Muaf,2026-01-09,2026-01-24,2026-01-09,2026-01-24,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-138,Üst Bina,SSAB,Açık Saha Donatım,77,Donatım,Taşeron - Omega,195,231,78078,81338,Geçti,2026-01-25,2026-02-07,2026-01-25,2026-02-11,4,İşgücü Yetersizliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-139,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,170,Kesim,Taşeron - Omega,91,91,78540,78540,Muaf,2025-11-17,2025-11-24,2025-11-17,2025-11-24,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-139,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,170,Ön Montaj,Taşeron - Beta,432,432,195840,195840,Geçti,2025-11-25,2025-12-13,2025-11-25,2025-12-13,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-139,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,170,Montaj,Taşeron - Beta,322,430,147560,161060,Geçti,2025-12-15,2025-12-29,2025-12-15,2026-01-07,9,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-139,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,170,Kaynak,Taşeron - Omega,140,140,74970,74970,Geçti,2026-01-08,2026-01-15,2026-01-08,2026-01-15,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-139,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,170,Boyama,Taşeron - Beta,288,288,136680,136680,Muaf,2026-01-17,2026-01-29,2026-01-17,2026-01-29,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-139,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,170,Donatım,Taşeron - Beta,324,324,235620,235620,Muaf,2026-01-30,2026-02-17,2026-01-30,2026-02-17,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-140,Tank,Kardemir,Kuru Havuz A,44,Kesim,Taşeron - Alfa,154,208,15708,22974,Geçti,2025-10-28,2025-11-04,2025-10-28,2025-11-10,6,Malzeme Eksikliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-140,Tank,Kardemir,Kuru Havuz A,44,Ön Montaj,Taşeron - Alfa,204,372,56848,73096,Geçti,2025-11-12,2025-11-29,2025-11-12,2025-12-11,12,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-140,Tank,Kardemir,Kuru Havuz A,44,Montaj,Taşeron - Beta,345,345,47520,47520,Geçti,2025-12-13,2025-12-28,2025-12-13,2025-12-28,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-140,Tank,Kardemir,Kuru Havuz A,44,Kaynak,Taşeron - Alfa,140,140,33000,33000,Geçti,2025-12-30,2026-01-09,2025-12-30,2026-01-09,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-140,Tank,Kardemir,Kuru Havuz A,44,Boyama,Dahili Ekip,209,209,25652,25652,Muaf,2026-01-11,2026-01-22,2026-01-11,2026-01-22,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-140,Tank,Kardemir,Kuru Havuz A,44,Donatım,Taşeron - Omega,414,414,43560,43560,Muaf,2026-01-23,2026-02-10,2026-01-23,2026-02-10,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-141,Üst Bina,SSAB,Kızak 2,173,Kesim,Dahili Ekip,48,120,28545,34215,Kaldı - Yeniden İşlem,2025-10-03,2025-10-06,2025-10-03,2025-10-15,9,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-141,Üst Bina,SSAB,Kızak 2,173,Ön Montaj,Dahili Ekip,220,220,138400,138400,Geçti,2025-10-16,2025-10-26,2025-10-16,2025-10-26,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-141,Üst Bina,SSAB,Kızak 2,173,Montaj,Taşeron - Alfa,361,361,174211,174211,Geçti,2025-10-28,2025-11-16,2025-10-28,2025-11-16,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-141,Üst Bina,SSAB,Kızak 2,173,Kaynak,Taşeron - Alfa,216,351,123003,133821,Kaldı - Yeniden İşlem,2025-11-17,2025-11-26,2025-11-17,2025-12-05,9,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-141,Üst Bina,SSAB,Kızak 2,173,Boyama,Dahili Ekip,360,360,228360,228360,Muaf,2025-12-07,2025-12-27,2025-12-07,2025-12-27,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-141,Üst Bina,SSAB,Kızak 2,173,Donatım,Taşeron - Omega,168,168,179228,179228,Muaf,2025-12-29,2026-01-12,2025-12-29,2026-01-12,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-142,Gövde,Erdemir,Açık Saha Donatım,89,Kesim,Taşeron - Alfa,120,219,38982,49188,Geçti,2025-11-06,2025-11-12,2025-11-06,2025-11-21,9,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-142,Gövde,Erdemir,Açık Saha Donatım,89,Ön Montaj,Taşeron - Omega,143,143,63635,63635,Geçti,2025-11-23,2025-12-06,2025-11-23,2025-12-06,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-142,Gövde,Erdemir,Açık Saha Donatım,89,Montaj,Taşeron - Alfa,230,230,63190,63190,Geçti,2025-12-07,2025-12-17,2025-12-07,2025-12-17,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-142,Gövde,Erdemir,Açık Saha Donatım,89,Kaynak,Taşeron - Alfa,195,303,84461,92837,Kaldı - Yeniden İşlem,2025-12-18,2025-12-31,2025-12-18,2026-01-12,12,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-142,Gövde,Erdemir,Açık Saha Donatım,89,Boyama,Taşeron - Beta,231,231,68530,68530,Muaf,2026-01-14,2026-01-25,2026-01-14,2026-01-25,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-142,Gövde,Erdemir,Açık Saha Donatım,89,Donatım,Dahili Ekip,228,228,111606,111606,Muaf,2026-01-26,2026-02-14,2026-01-26,2026-02-14,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-143,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,168,Kesim,Taşeron - Beta,75,75,46200,46200,Muaf,2025-11-06,2025-11-11,2025-11-06,2025-11-11,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-143,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,168,Ön Montaj,Dahili Ekip,228,228,217056,217056,Geçti,2025-11-12,2025-12-01,2025-11-12,2025-12-01,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-143,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,168,Montaj,Dahili Ekip,208,208,142464,142464,Geçti,2025-12-03,2025-12-19,2025-12-03,2025-12-19,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-143,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,168,Kaynak,Taşeron - Omega,154,154,181104,181104,Geçti,2025-12-21,2026-01-04,2025-12-21,2026-01-04,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-143,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,168,Boyama,Dahili Ekip,225,279,176400,181620,Muaf,2026-01-06,2026-01-21,2026-01-06,2026-01-27,6,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-143,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,168,Donatım,Taşeron - Omega,252,252,235872,235872,Muaf,2026-01-29,2026-02-16,2026-01-29,2026-02-16,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-144,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,87,Kesim,Taşeron - Alfa,56,56,43239,43239,Muaf,2025-12-15,2025-12-22,2025-12-15,2025-12-22,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-144,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,87,Ön Montaj,Taşeron - Alfa,100,100,59160,59160,Geçti,2025-12-24,2026-01-03,2025-12-24,2026-01-03,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-144,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,87,Montaj,Dahili Ekip,154,154,65076,65076,Geçti,2026-01-04,2026-01-15,2026-01-04,2026-01-15,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-144,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,87,Kaynak,Dahili Ekip,126,126,60291,60291,Geçti,2026-01-16,2026-01-25,2026-01-16,2026-01-25,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-144,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,87,Boyama,Taşeron - Beta,299,299,78039,78039,Muaf,2026-01-26,2026-02-08,2026-01-26,2026-02-08,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-144,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 2,87,Donatım,Taşeron - Beta,340,340,99180,99180,Muaf,2026-02-10,2026-03-02,2026-02-10,2026-03-02,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-145,Tank,ThyssenKrupp,Kızak 2,38,Kesim,Dahili Ekip,30,30,7866,7866,Muaf,2025-11-01,2025-11-04,2025-11-01,2025-11-04,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-145,Tank,ThyssenKrupp,Kızak 2,38,Ön Montaj,Taşeron - Omega,234,234,51300,51300,Geçti,2025-11-06,2025-11-24,2025-11-06,2025-11-24,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-145,Tank,ThyssenKrupp,Kızak 2,38,Montaj,Taşeron - Beta,399,399,51262,51262,Geçti,2025-11-26,2025-12-15,2025-11-26,2025-12-15,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-145,Tank,ThyssenKrupp,Kızak 2,38,Kaynak,Taşeron - Beta,110,110,23408,23408,Geçti,2025-12-17,2025-12-28,2025-12-17,2025-12-28,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-145,Tank,ThyssenKrupp,Kızak 2,38,Boyama,Taşeron - Beta,308,308,39900,39900,Muaf,2025-12-30,2026-01-13,2025-12-30,2026-01-13,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-145,Tank,ThyssenKrupp,Kızak 2,38,Donatım,Taşeron - Alfa,182,281,42560,52196,Geçti,2026-01-15,2026-01-29,2026-01-15,2026-02-09,11,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-146,Gövde,SSAB,Açık Saha Donatım,161,Kesim,Taşeron - Omega,60,60,48300,48300,Muaf,2026-01-05,2026-01-10,2026-01-05,2026-01-10,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-146,Gövde,SSAB,Açık Saha Donatım,161,Ön Montaj,Dahili Ekip,240,240,162288,162288,Geçti,2026-01-12,2026-01-28,2026-01-12,2026-01-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-146,Gövde,SSAB,Açık Saha Donatım,161,Montaj,Taşeron - Beta,130,130,101430,101430,Geçti,2026-01-29,2026-02-08,2026-01-29,2026-02-08,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-146,Gövde,SSAB,Açık Saha Donatım,161,Kaynak,Dahili Ekip,121,201,132825,142665,Geçti,2026-02-09,2026-02-20,2026-02-09,2026-03-02,10,İşgücü Yetersizliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-146,Gövde,SSAB,Açık Saha Donatım,161,Boyama,Taşeron - Omega,130,280,136045,142825,Muaf,2026-03-03,2026-03-16,2026-03-03,2026-03-26,10,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-146,Gövde,SSAB,Açık Saha Donatım,161,Donatım,Taşeron - Omega,345,393,120750,123522,Geçti,2026-03-28,2026-04-12,2026-03-28,2026-04-15,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-147,Üst Bina,Erdemir,Kızak 2,102,Kesim,Dahili Ekip,90,90,33150,33150,Muaf,2025-10-13,2025-10-18,2025-10-13,2025-10-18,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-147,Üst Bina,Erdemir,Kızak 2,102,Ön Montaj,Dahili Ekip,209,209,139536,139536,Geçti,2025-10-19,2025-11-07,2025-10-19,2025-11-07,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-147,Üst Bina,Erdemir,Kızak 2,102,Montaj,Dahili Ekip,240,240,146880,146880,Geçti,2025-11-08,2025-11-28,2025-11-08,2025-11-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-147,Üst Bina,Erdemir,Kızak 2,102,Kaynak,Taşeron - Alfa,242,386,68442,77466,Kaldı - Yeniden İşlem,2025-11-29,2025-12-10,2025-11-29,2025-12-22,12,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-147,Üst Bina,Erdemir,Kızak 2,102,Boyama,Taşeron - Omega,209,209,86394,86394,Muaf,2025-12-23,2026-01-03,2025-12-23,2026-01-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-147,Üst Bina,Erdemir,Kızak 2,102,Donatım,Dahili Ekip,240,328,102000,115343,Kaldı - Yeniden İşlem,2026-01-05,2026-01-25,2026-01-05,2026-02-05,11,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-148,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz B,22,Kesim,Taşeron - Alfa,110,110,6160,6160,Muaf,2025-12-07,2025-12-12,2025-12-07,2025-12-12,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-148,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz B,22,Ön Montaj,Taşeron - Alfa,420,420,24200,24200,Geçti,2025-12-14,2026-01-03,2025-12-14,2026-01-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-148,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz B,22,Montaj,Dahili Ekip,140,140,17380,17380,Geçti,2026-01-05,2026-01-15,2026-01-05,2026-01-15,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-148,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz B,22,Kaynak,Taşeron - Beta,240,240,19800,19800,Geçti,2026-01-16,2026-01-28,2026-01-16,2026-01-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-148,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz B,22,Boyama,Taşeron - Alfa,198,198,28116,28116,Muaf,2026-01-30,2026-02-17,2026-01-30,2026-02-17,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-148,Gövde,Yerel Tedarikçi A.Ş.,Kuru Havuz B,22,Donatım,Taşeron - Alfa,170,206,25058,26651,Kaldı - Yeniden İşlem,2026-02-19,2026-03-08,2026-02-19,2026-03-11,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-149,Makine Dairesi,Erdemir,Kızak 2,145,Kesim,Dahili Ekip,66,66,30015,30015,Muaf,2025-10-04,2025-10-07,2025-10-04,2025-10-07,0,Yok,Tamamlandı,100
